city,division,description,link,House No.,Flat No.,Area,Price per month,Number of rooms ,Floor,No. of floors,Build year,Building type,Heating system,energy_class,Nearest kindergarten,Nearest educational institution,Nearest shop,Public transport stop
Vilnius,Žvėrynas,"Vilnius, Žvėrynas, Deltuvos g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-zveryne-deltuvos-g-butas-zveryno-panoramose-su-stovejimo-vieta-4-1103535/,,,"40,46 m²",700 €,2,5,9,2020,Monolithic,Central,,420 m,360 m,330 m,230 m
Vilnius,Šeškinė,"Vilnius, Šeškinė, Deltuvos g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-seskineje-deltuvos-g-butas-zveryno-panoramose-su-stovejimo-vieta-4-1102395/,31,,"40,46 m²",700 €,2,5,9,2020,Brick,Central thermostat,,420 m,360 m,330 m,230 m
Vilnius,Pašilaičiai,"Vilnius, Pašilaičiai, Virbeliškių g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-virbeliskiu-g-isnuomojamas-2-k-butas-virbeliskiu-g-3-4-1104893/,3,,45 m²,500 €,2,5,7,2012,Brick,Central thermostat,1 Class Good (1-3),140 m,370 m,110 m,120 m
Vilnius,Justiniškės,"Vilnius, Justiniškės, Rygos g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-justiniskese-rygos-g-isnuomojamas-tvarkingas-erdvus-ir-siltas-3-4-1104891/,,,"71,7 m²",570 €,3,3,5,1998,Block house,Central,,300 m,290 m,40 m,80 m
,,,,,,,,,,,,,,,,,,
Vilnius,Užupis,"Vilnius, Užupis, Polocko g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-uzupyje-polocko-g-isnuomojamas-klasikinio-stiliaus-prabangus-2-4-1104825/,40,,55 m²,900 €,2,3,3,2019,Brick,Central thermostat,,280 m,290 m,270 m,210 m
Vilnius,Užupis,"Vilnius, Užupis, Polocko g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-uzupyje-polocko-g-isnuomojamas-prabangus-klasikinio-stiliaus-2-4-1104823/,40,,55 m²,850 €,2,1,3,2019,Brick,Central thermostat,,280 m,290 m,270 m,210 m
Vilnius,Naujininkai,"Vilnius, Naujininkai, Šaltkalvių g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujininkuose-saltkalviu-g-nuomojamas-vieno-kambario-butas-naujininkuose-4-1104817/,,,29 m²,250 €,1,1,5,1970,Brick,Central,1 Class Good (1-3),110 m,180 m,310 m,300 m
Vilnius,Viršuliškės,"Vilnius, Viršuliškės, Viršuliškių g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-virsuliskese-virsuliskiu-g-isnuomojamas-sviesus-ir-jaukus-butas-4-1104815/,25,,33 m²,350 €,1,5,9,1977,Block house,Central,1 Class Good (1-3),130 m,350 m,180 m,280 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Klaipėdos g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-klaipedos-g--jokiu-tarpininkavimo-mokesciu-butas-4-1104797/,,,61 m²,919 €,2,2,4,2013,Brick,Central thermostat,,200 m,250 m,350 m,90 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Klaipėdos g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-klaipedos-g-nuomojamas-prestizinis-butas-puikioje-vietoje-4-1101983/,,,61 m²,919 €,2,2,4,2013,Brick,Gas,,200 m,250 m,350 m,90 m
Vilnius,Žvėrynas,"Vilnius, Žvėrynas, Lūšių g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-zveryne-lusiu-g-isnuomojamas-isskirtinis-labai-erdvus-ir-4-1104795/,,,98 m²,1 500 €,2,4,4,2008,Brick,"Central thermostat, other, gas",,230 m,410 m,270 m,230 m
Vilnius,Žvėrynas,"Vilnius, Žvėrynas, Lūšių g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-zveryne-lusiu-g-isnuomojamas-isskirtinis-labai-erdvus-ir-4-1104793/,,,98 m²,1 500 €,3,4,4,2008,Brick,"Central thermostat, other, gas",,230 m,410 m,270 m,230 m
Vilnius,Baltupiai,"Vilnius, Baltupiai, Trinapolio g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-trinapolio-g-nuomojamas-jaukus-ir-erdvus-2k-butas-4-1104777/,9A,,"65,86 m²",650 €,2,14,15,2006,Brick,Central thermostat,,50 m,310 m,340 m,320 m
Vilnius,Naujamiestis,"Vilnius, Naujamiestis, Panerių g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-paneriu-g-isnuomojamas-naujai-irengtas-siuolaikiskas-4-1103233/,,,60 m²,750 €,3,2,2,2020,Brick,Gas,,520 m,300 m,340 m,20 m
Vilnius,Žirmūnai,"Vilnius, Žirmūnai, Kareivių g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-kareiviu-g-nuomojamas-itin-kokybiskai-irengtas-3-ju-4-1104743/,,,"69,43 m²",690 €,3,9,16,2006,Brick,Central thermostat,1 Class Good (1-3),240 m,240 m,140 m,90 m
Vilnius,Naujamiestis,"Vilnius, Naujamiestis, Savanorių pr., Room rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-savanoriu-pr-isnuomojamas-kambarys-2-kambariu-bute-4-971065/,,,16 m²,180 €,1,7,9,1977,Block house,Central,1 Class Good (1-3),160 m,340 m,120 m,70 m
Vilnius,Žirmūnai,"Vilnius, Žirmūnai, Tuskulėnų g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-tuskulenu-g-jaukus-ir-sviesus-butas-su-visais-baldais-ir-4-1104717/,3,,64 m²,570 €,3,2,9,1968,Block house,Central thermostat,1 Class Good (1-3),170 m,240 m,180 m,90 m
Vilnius,Žirmūnai,"Vilnius, Žirmūnai, Žirmūnų g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-zirmunu-g-nuomojamas-naujai-irengtas-triju-kambariu-4-1090621/,12,,"70,6 m²",750 €,3,8,12,1971,Brick,Central,1 Class Good (1-3),120 m,180 m,390 m,300 m
Vilnius,Užupis,"Vilnius, Užupis, Užupio g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-uzupyje-uzupio-g-jaukiai-irengtas-sviesus-2-ju-kambariu-butas-4-1104687/,,,"40,52 m²",550 €,2,1,3,1940,Brick,"Central thermostat, central",,20 m,320 m,280 m,170 m
Vilnius,Šnipiškės,"Vilnius, Šnipiškės, Kalvarijų g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-snipiskese-kalvariju-g-irengtas-ir-funkcionaliai-isplanuotas-35-kv-4-1104657/,126,,34 m²,320 €,1,4,5,1985,Brick,Central,,280 m,130 m,220 m,150 m
Vilnius,Naujamiestis,"Vilnius, Naujamiestis, S. Konarskio g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-s-konarskio-g-nuomojamas-kokybiskai-irengtas-dvieju-4-1104649/,,,64 m²,600 €,2,4,6,2008,Brick,"Central thermostat, central",,230 m,110 m,430 m,170 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Savičiaus g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-saviciaus-g-isnuomojamas-ka-tik-naujai-bei-prabangiai-4-1104627/,,,88 m²,1 250 €,3,2,3,1940,Brick,Central,1 Class Good (1-3),500 m,100 m,150 m,180 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Pilies g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-pilies-g-laisvas-nuo-rugsejo-12-d-butas-alsuojantis-4-1104623/,,,57 m²,680 €,2,2,3,1940,Brick,Central,,630 m,170 m,10 m,190 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Jogailos g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-jogailos-g-nuomojamas-funkcionaliai-isplanuotas-2-4-1104599/,,,"48,37 m²",600 €,2,3,4,1940,Brick,Central thermostat,1 Class Good (1-3),70 m,330 m,80 m,60 m
Vilnius,Pagiriai,"Vilnius, Pagiriai, Šiltnamių g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-pagiriuose-siltnamiu-g-nuomojamas-jaukus-vieno-kambario-butas-4-1104591/,,,34 m²,250 €,1,3,6,1987,Brick,Central,,190 m,880 m,200 m,70 m
Vilnius,Šeškinė,"Vilnius, Šeškinė, Paberžės g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-seskineje-paberzes-g-seskineje-megiamoje-paberzes-g-isnuomojamas-4-1104575/,2,,52 m²,390 €,2,10,12,1985,Monolithic,Central,1 Class Good (1-3),240 m,160 m,230 m,140 m
Vilnius,Grigiškės,"Vilnius, Grigiškės, Šviesos g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-grigiskese-sviesos-g-isnuomuojamas-2-kambariu-butas-grigiskese-4-1102867/,6,,50 m²,400 €,2,1,5,1985,Block house,Central,,290 m,250 m,130 m,140 m
Vilnius,Naujoji Vilnia,"Vilnius, Naujoji Vilnia, Dūmų g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujojoje-vilnioje-dumu-g-nuomojame-naujai-irengtus-vieno-dvieju-ir-4-1104547/,3,,40 m²,350 €,2,2,4,1940,Brick,Gas,,730 m,810 m,480 m,130 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Vašingtono a., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-vasingtono-a-isnuomojamas-ypac-erdvus-3-kambariu-butas-4-1100007/,,,96 m²,999 €,3,1,5,1952,Brick,Central,,580 m,160 m,390 m,60 m
Vilnius,Antakalnis,"Vilnius, Antakalnis, Švyturio g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-svyturio-g-nuomojamas-puikiai-irengtas-su-dviem-4-1104531/,,,60 m²,600 €,3,2,5,1971,Block house,Central,,390 m,500 m,240 m,240 m
Vilnius,Grigiškės,"Vilnius, Grigiškės, Vilniaus g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-grigiskese-vilniaus-g-nuomojamas-1-kambario-butas-esantis-4-1104529/,57,,25 m²,220 €,1,2,5,1985,Brick,Central,,310 m,360 m,130 m,200 m
,,,,,,,,,,,,,,,,,,
Vilnius,Senamiestis,"Vilnius, Senamiestis, Odminių g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-odminiu-g-puikus-jaukus-renovuotas-butas-senamiestyje-4-1104525/,,,115 m²,950 €,3,3,4,2000,Brick,"Central thermostat, central",,340 m,40 m,210 m,270 m
Vilnius,Pašilaičiai,"Vilnius, Pašilaičiai, Pašilaičių g., Room rent",https://en.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-pasilaiciu-g-isnuomuojamas-vienas-kambarys-triju-kambariu-4-1104517/,,,20 m²,200 €,1,4,9,1988,Block house,Central,,170 m,130 m,310 m,40 m
Vilnius,Naujamiestis,"Vilnius, Naujamiestis, M. K. Čiurlionio g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-m-k-ciurlionio-g--jokiu-tarpininkavimo-mokesciu-4-1104495/,,,60 m²,849 €,2,2,4,2007,Brick,Central thermostat,,190 m,290 m,730 m,470 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Totorių g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-totoriu-g-nuomojamas-sviesus-ir-jaukus-tvarkingas-1-4-1104487/,,,38 m²,550 €,1,1,1,1940,Brick,Electric,,280 m,120 m,310 m,330 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Bernardinų g., 4 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-bernardinu-g-isnuomojamas-naujai-ir-stilingai-irengtas-4-1104485/,,,101 m²,1 200 €,4,2,3,1940,Brick,"Gas, other",,540 m,190 m,140 m,110 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Šaltinių g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-saltiniu-g-nuomojamas-itin-sviesus-ir-jaukus-naujas-4-1104481/,,,49 m²,850 €,2,3,5,2020,Brick,Central thermostat,,210 m,230 m,200 m,290 m
Vilnius,Naujamiestis,"Vilnius, Naujamiestis, Šaltinių g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-saltiniu-g-vilniaus-centre-nuomojamas-naujai-ir-4-1098481/,,,"48,23 m²",850 €,2,3,5,2020,Monolithic,Central thermostat,,210 m,230 m,200 m,290 m
Vilnius,Naujamiestis,"Vilnius, Naujamiestis, K. Donelaičio g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-k-donelaicio-g--jokiu-tarpininkavimo-mokesciu-4-1104445/,,,64 m²,1 049 €,3,4,5,2014,Brick,Gas,,240 m,280 m,430 m,170 m
Vilnius,Pašilaičiai,"Vilnius, Pašilaičiai, Sviliškių g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-sviliskiu-g-labai-erdvus-ir-jaukiai-irengtas-2-kambariu-4-1102679/,,,55 m²,440 €,2,3,5,2008,Brick,Central thermostat,,140 m,310 m,300 m,260 m
Vilnius,Naujamiestis,"Vilnius, Naujamiestis, Smolensko g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-smolensko-g-nuomojamas-erdvus-butas-naujamiestyje-4-1102631/,,,70 m²,680 €,2,9,11,2008,Brick,Central thermostat,,110 m,150 m,170 m,190 m
Vilnius,Šnipiškės,"Vilnius, Šnipiškės, Raitininkų g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-snipiskese-raitininku-g-isnuomojamas-stilingai-ir-kokybiskai-irengtas-4-1104435/,,,57 m²,800 €,2,2,7,2020,Brick,Central thermostat,,470 m,430 m,330 m,250 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Vokiečių g., 4 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-vokieciu-g-isnuomojamas-erdvus-ir-sviesus-4-kambariu-4-1104433/,,,107 m²,2 000 €,4,3,3,1940,Brick,Central,,240 m,230 m,170 m,80 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Maironio g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-maironio-g-isnuomojamas-jaukus-ir-erdvus-2-kambariu-4-1104431/,,,52 m²,600 €,2,3,3,1900,Brick,"Central, gas",,430 m,100 m,200 m,130 m
Vilnius,Žirmūnai,"Vilnius, Žirmūnai, Sporto g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-sporto-g-nuomojamas-jaukus-ir-erdvus-funkcionaliai-4-1104429/,,,70 m²,700 €,2,2,9,2005,Brick,"Central, central thermostat",,320 m,370 m,320 m,150 m
Vilnius,Antakalnis,"Vilnius, Antakalnis, Žirgo g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-zirgo-g-isnuomojamas-stilingas-sviesus-2-kambariu-4-1104419/,2,,53 m²,600 €,2,5,20,2004,Block house,Central thermostat,1 Class Good (1-3),590 m,760 m,150 m,100 m
Vilnius,Antakalnis,"Vilnius, Antakalnis, P. Vileišio g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-p-vileisio-g-isnuomojamas-jaukus-ir-sviesus-loftas-su-4-1104395/,18,,55 m²,650 €,2,4,4,1959,Block house,Gas,,370 m,210 m,90 m,130 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Subačiaus g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-subaciaus-g-prabangus-klasikinio-stiliaus-butas-su-4-1104385/,,,98 m²,1 600 €,3,2,3,2006,Brick,"Gas, other, central thermostat, central",,340 m,110 m,360 m,180 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Subačiaus g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-subaciaus-g-subaciaus-g-15-plotas-98-m-3-kb-2-4-1090461/,,,98 m²,1 600 €,3,2,3,"1940 construction, 2004 renovation",Brick,Central thermostat,1 Class Good (1-3),330 m,110 m,360 m,180 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Didžioji g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-didzioji-g-prestiziniai-ka-tik-irengti-apartamentai-4-1104381/,,,"32,9 m²",600 €,1,3,4,1940,Brick,"Central thermostat, central",,520 m,200 m,270 m,250 m
Vilnius,Antakalnis,"Vilnius, Antakalnis, V. Grybo g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-v-grybo-g-naujai-irengtas-jaukus-2-ju-kambariu-butas-4-1104377/,,,50 m²,600 €,2,2,4,2019,Brick,"Gas, other, geothermal",,140 m,370 m,330 m,440 m
Vilnius,Šnipiškės,"Vilnius, Šnipiškės, Konstitucijos pr., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-snipiskese-konstitucijos-pr-isnuomojamas-kokybiskai-ir-jaukiai-irengtas-2-4-1104371/,,,62 m²,700 €,2,14,23,2004,Monolithic,"Other, central thermostat, central",1 Class Good (1-3),230 m,50 m,50 m,130 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Savičiaus g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-saviciaus-g-isnuomojamas-naujai-ir-prabangiai-irengtas-2-4-1104361/,,,47 m²,800 €,2,3,4,1940,Brick,"Gas, other, central thermostat",,510 m,90 m,140 m,170 m
Vilnius,Žirmūnai,"Vilnius, Žirmūnai, Žirmūnų g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-zirmunu-g-1-kambario-butas-zirmunuose-prie-pat-upes-po-4-1040561/,117,,33 m²,350 €,1,2,9,1972,Block house,Central,1 Class Good (1-3),190 m,410 m,130 m,210 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Mindaugo g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-mindaugo-g-tik-ilgalaikiams-nuomininkams-naujos-4-1104353/,,,44 m²,750 €,2,5,7,2021,Monolithic,Geothermal,,290 m,270 m,120 m,220 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, V. Šopeno g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-v-sopeno-g-nuomojamas-tvarkingas-44-kvm-vieno-kambario-4-1104315/,,,"44,36 m²",450 €,1,2,4,1940,Brick,Central,1 Class Good (1-3),120 m,50 m,80 m,160 m
Vilnius,Užupis,"Vilnius, Užupis, Užupio g., 4 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-uzupyje-uzupio-g-naujai-pastatytame-uzupio-mekas-projekte-4-1104271/,24,,146 m²,3 550 €,4,2,4,2021,Brick,Geothermal,,40 m,340 m,240 m,210 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Didžioji g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-didzioji-g-for-rent-property-features-area-100-4-1104263/,,,100 m²,1 800 €,3,3,3,1940,Brick,Central thermostat,1 Class Good (1-3),500 m,150 m,230 m,230 m
,,,,,,,,,,,,,,,,,,
Vilnius,Jeruzalė,"Vilnius, Jeruzalė, Bitininkų g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-jeruzaleje-bitininku-g-nuomojamas-butas-bitininku-g-jeruzaleje-4-1104213/,1C,,39 m²,350 €,1,8,8,2001,Brick,Gas,,420 m,390 m,170 m,250 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Gedimino pr., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-gedimino-pr-isnuomojamas-visiskai-naujai-jaukiai-irengtas-4-1089445/,46,,63 m²,900 €,3,3,4,1940,Brick,"Other, gas, central thermostat",1 Class Good (1-3),430 m,170 m,130 m,130 m
Vilnius,Naujamiestis,"Vilnius, Naujamiestis, Šaltinių g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-saltiniu-g-pristatome-nuomai-unikalu-triju-kambariu-buta-4-1104117/,,,90 m²,700 €,3,2,3,1940,Brick,Central,,310 m,170 m,210 m,220 m
Vilnius,Naujamiestis,"Vilnius, Naujamiestis, Šaltinių g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-saltiniu-g-nuomojamas-isskirtinis-ypatingai-erdvus-ir-4-1098803/,,,90 m²,700 €,3,2,3,1940,Brick,"Gas, other, central",,310 m,170 m,210 m,220 m
Vilnius,Šnipiškės,"Vilnius, Šnipiškės, Šeimyniškių g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-snipiskese-seimyniskiu-g-nuomojamas-erdvus-butas-su-puikiais-vaizdais-4-1104107/,,,82 m²,750 €,3,5,6,2009,Brick,"Other, central, central thermostat",1 Class Good (1-3),280 m,360 m,100 m,170 m
Vilnius,Karoliniškės,"Vilnius, Karoliniškės, Algimanto Petro Kavoliuko g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-karoliniskese-algimanto-petro-kavoliuko-g-isnuomojamas-3-kambariu-butas-du-izoliuoti-4-1104079/,16,,65 m²,500 €,3,3,5,1974,Block house,Central,,120 m,380 m,260 m,330 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, A. Vienuolio g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-a-vienuolio-g-nuomojamas-erdvus-butas-puikioje-vietoje-4-1103051/,,,56 m²,690 €,2,2,4,1956,Brick,Central,,460 m,480 m,320 m,40 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, A. Vienuolio g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-a-vienuolio-g-isnuomojamas-2-kambariu-56-kvm-butas-a-4-1103961/,,,56 m²,690 €,2,2,4,1940,Brick,Central,,460 m,480 m,320 m,40 m
Vilnius,Antakalnis,"Vilnius, Antakalnis, Petro Rimšos g., 4 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-petro-rimsos-g-isnuomojamas-4-kambariu-169-kvm-butas-4-1103953/,,,169 m²,1 500 €,4,3,3,1999,Brick,Gas,,70 m,70 m,330 m,440 m
Vilnius,Antakalnis,"Vilnius, Antakalnis, Petro Rimšos g., 4 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-petro-rimsos-g-isnuomojamas-4-kambariu-butas-per-du-aukstus-4-1103159/,,,169 m²,1 500 €,4,3,3,1999,Brick,"Other, gas",,70 m,70 m,330 m,440 m
Vilnius,Justiniškės,"Vilnius, Justiniškės, Talino g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-justiniskese-talino-g-1-kambario-butas-naujos-statybos-name-talino-4-1103949/,,,38 m²,380 €,1,2,4,2015,Brick,Central thermostat,,110 m,90 m,300 m,350 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Sodų g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-sodu-g-vilniaus-senamiestyje-atgimstancioje-dalyje-4-1103937/,,,60 m²,1 425 €,3,2,2,2021,Block house,Central,,180 m,250 m,170 m,140 m
Vilnius,Rasos,"Vilnius, Rasos, K. Vanagėlio g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-rasose-k-vanagelio-g-snuomojamas-suremontuotas-2-ju-kambariu-butas-4-1103929/,,,43 m²,450 €,2,2,2,1961,Brick,Central,1 Class Good (1-3),120 m,110 m,130 m,120 m
Vilnius,Šnipiškės,"Vilnius, Šnipiškės, Šeimyniškių g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-snipiskese-seimyniskiu-g-isnuomojamas-3-kambariu-75-m-butas-4-1103913/,,,75 m²,730 €,3,9,9,1980,Brick,Central,,270 m,330 m,270 m,30 m
Vilnius,Justiniškės,"Vilnius, Justiniškės, Justiniškių g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-justiniskese-justiniskiu-g-nuomojamas-2k-butas-justiniskiu-g-4-1103901/,,,50 m²,450 €,2,5,5,1983,Brick,Central,1 Class Good (1-3),170 m,330 m,260 m,180 m
Vilnius,Šnipiškės,"Vilnius, Šnipiškės, A. Juozapavičiaus g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-snipiskese-a-juozapaviciaus-g-stlingas-dvieju-kambariu-butas-prestiziniame-4-1103897/,,,56 m²,650 €,2,4,5,2008,Monolithic,"Central thermostat, central",,220 m,70 m,300 m,240 m
Vilnius,Šnipiškės,"Vilnius, Šnipiškės, Šeimyniškių g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-snipiskese-seimyniskiu-g-isikelti-galima-jau-dabar-nuomojamas-15-4-1103861/,19A,,"36,57 m²",700 €,1,9,9,2020,Brick,Central thermostat,,320 m,450 m,120 m,180 m
Vilnius,Šnipiškės,"Vilnius, Šnipiškės, A. Juozapavičiaus g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-snipiskese-a-juozapaviciaus-g-nuomojamas-dizaineres-gretos-motiejunienes-4-1103855/,9A,,87 m²,1 100 €,3,3,9,2009,Brick,"Electric, central thermostat",1 Class Good (1-3),280 m,130 m,270 m,280 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Savičiaus g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-saviciaus-g-isnuomojamas-isskirtinis-47-m-dvieju-4-1103851/,,,47 m²,750 €,2,3,4,2021,Brick,Gas,,540 m,60 m,180 m,180 m
Vilnius,Naujamiestis,"Vilnius, Naujamiestis, Eglių g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-egliu-g-isnuomojamas-modernus-sviesus-bei-labai-4-1098023/,,,55 m²,600 €,2,2,5,2018,Brick,Other,1 Class Good (1-3),190 m,310 m,380 m,410 m
Vilnius,Naujoji Vilnia,"Vilnius, Naujoji Vilnia, Gerovės g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujojoje-vilnioje-geroves-g-nuomojamas-itin-sviesus-ir-erdviai-4-1103809/,5,41,47 m²,320 €,2,1,5,1972,Brick,Central,1 Class Good (1-3),160 m,170 m,260 m,180 m
Vilnius,Antakalnis,"Vilnius, Antakalnis, M. K. Oginskio g., 4 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-m-k-oginskio-g-isnuomojamas-puikiai-irengtas-4-kambariu-4-1093737/,,,106 m²,1 150 €,4,2,3,2004,Brick,Central thermostat,,160 m,540 m,560 m,490 m
